Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators,,,,,
ref1742,cid4640307,Documents,Court records,"Ilfeld, Charles. Las Vegas, NM, Court document appointing Charles Ilfeld as city commissionery of Las Vegas, New Mexico","Court document appointing Charles Ilfeld as city commissionery of Las Vegas, New Mexico","Ilfeld, Charles",,,"Las Vegas, NM",1883 August 25,Drawer,Mixed materials,Judaica Americana,Folder,NM 380,doc_ja_nm_380_1r.tif; doc_ja_nm_380_1v.tif,,,,Court records,"Ilfeld, Charles"
ref1743,cid4640306,Documents,Court records,"Isaacs, Solomon. New York, NY, Subpoena for Abigail Walker to appear at the trial of Solomon Isaacs",Subpoena for Abigail Walker to appear at the trial of Solomon Isaacs,"Isaacs, Solomon",,,"New York, NY",1798 May 24,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1003,doc_ja_nyc_1003_1r.tif; doc_ja_nyc_1003_1v.tif,,,,Court records,"Isaacs, Solomon"
ref1744,cid4640305,Documents,Court records,"Israel, Jacob E. Marshall County, WV, A sheriff summons for Jacob E. Israel to appear in court relating to a debt",A sheriff summons for Jacob E. Israel to appear in court relating to a debt,"Israel, Jacob E.",,,"Marshall County, WV",1864 February 11,Drawer,Mixed materials,Billheads Pre-1880,Folder,WV 3053-3054,doc_bhe_wv_3053_1r.tif; doc_bhe_wv_3053_1v.tif; doc_bhe_wv_3054_1r.tif; doc_bhe_wv_3054_1v,,,,Court records,"Israel, Jacob E."
ref1745,cid4640304,Documents,Court records,"Jacobs, Philip. Tioga, NY, Court document describing a claim on land owned by James Brewster and pledged to Philip Jacobs. Signed by Brewster",Court document describing a claim on land owned by James Brewster and pledged to Philip Jacobs. Signed by Brewster,"Jacobs, Philip",,,"Tioga, NY",1792,Drawer,Mixed materials,Binder I,Folder,25,lbr_fi_s25a_1r.tif; lbr_fi_s25a_1v.tif; lbr_fi_s25a_2r.tif; lbr_fi_s25a_2v.tif; lbr_fi_s25a_3r.tif; lbr_fi_s25a_3v.tif; lbr_fi_s25a_4r.tif; lbr_fi_s25a_4v.tif; lbr_fi_s25a_5r.tif; lbr_fi_s25a_5v.tif,,,,Court records,"Jacobs, Philip"
ref1746,cid4640303,Documents,Court records,"Judah, David. Fairfield, CT, Court document signed by David Judah as Justice of the Peace in Fairfield, Connecticut","Court document signed by David Judah as Justice of the Peace in Fairfield, Connecticut","Judah, David",,,"Fairfield, CT",1796 December 13,Drawer,Mixed materials,Judaica Americana,Folder,CT 32,doc_ja_ct_32_1r.tif; doc_ja_ct_32_1v.tif,,,,Court records,"Judah, David"
ref1747,cid4640302,Documents,Court records,"Judah, David. Fairfield, CT, Court document signed twice by David Judah as Justice of the Peace in Fairfield, Connecticut","Court document signed twice by David Judah as Justice of the Peace in Fairfield, Connecticut","Judah, David",,,"Fairfield, CT",1801 January 29,Folder,Mixed materials,Binder H,Page,20,lbr_fh_s20_1r.tif; lbr_fh_s20_1v.tif,,,,Court records,"Judah, David"
ref1748,cid4640301,Documents,Court records,"Judah, David. Fairfield, CT, Court record signed twice by David Judah",Court record signed twice by David Judah,"Judah, David",,,"Fairfield, CT",1804,Folder,Mixed materials,Binder H,Page,21,lbr_fh_s21_1r.tif; lbr_fh_s21_1v.tif,,,,Court records,"Judah, David"
ref1749,cid4640300,Documents,Court records,"Judah, Samuel B. Knox County, IN, Disposition of the will of Samuel B. Judah",Disposition of the will of Samuel B. Judah,"Judah, Samuel B.",,,"Knox County, IN",1870 November 16,Folder,Mixed materials,Binder I,Page,21,lbr_fi_s21_1r.tif; lbr_fi_s21_1v.tif; lbr_fi_s21_2r.tif; lbr_fi_s21_2v.tif,,,,Court records,"Judah, Samuel B."
ref1750,cid4640299,Documents,Court records,"Kann, Julius and Cohen, Arnoleine. Baltimore, MD, Offical civil marriage document in York, pennsylvania noting that the groom is from Baltimore, Maryland","Offical civil marriage document in York, pennsylvania noting that the groom is from Baltimore, Maryland","Kann, Julius","Cohen, Arnoleine",,"Baltimore, MD",1851 November 12,Drawer,Mixed materials,Judaica Americana Oversize,Folder,13,doc_jal_13_1r.tif; doc_jal_13_1v.tif,,,,Court records,"Kann, Julius"
ref1751,cid4640298,Documents,Court records,"Kissinger, Abraham. Lycoming County, PA, Two manuscript court documents",Two manuscript court documents,"Kissinger, Abraham",,,"Lycoming County, PA",1854 February 6,Drawer,Mixed materials,Judaica Americana,Folder,PA 475,doc_ja_pa_475_1r.tif; doc_ja_pa_475_1v.tif,,,,Court records,"Kissinger, Abraham"
ref1752,cid4640297,Documents,Court records,"Leopold, Bernard. Helena, MT, Court document from Helena, Montana, relating to Bernard Leopold's sentence for selling whiskey to the Indians. The sentence is a fine of 250.00 plus cost of action and he is remanded to prison at Deer Lodge for one day, or until the cost and fine are paid","Court document from Helena, Montana, relating to Bernard Leopold's sentence for selling whiskey to the Indians. The sentence is a fine of 250.00 plus cost of action and he is remanded to prison at Deer Lodge for one day, or until the cost and fine are paid","Leopold, Bernard",,,"Helena, MT",1892 May 17,Drawer,Mixed materials,Judaica Americana Oversize,Folder,18,doc_jal_18_1r.tif; doc_jal_18_1v.tif; doc_jal_18_2r.tif; doc_jal_18_2v.tif,,,,Court records,"Leopold, Bernard"
ref1753,cid4640296,Documents,Court records,"Levy, Aaron. New York, NY, This New York City petition is a detailed auction sheet, requesting a drawback of duties by Aaron Levy (1771-1852). He has signed it three times and it is entirely in his hand. It is also signed by R. Riker as witness","This New York City petition is a detailed auction sheet, requesting a drawback of duties by Aaron Levy (1771-1852). He has signed it three times and it is entirely in his hand. It is also signed by R. Riker as witness","Levy, Aaron",,,"New York, NY",1831 April 1,Drawer,Mixed materials,Judaica Americana,Folder,NYC 921,doc_ja_nyc_921_1r.tif; doc_ja_nyc_921_1v.tif,,,,Court records,"Levy, Aaron"
ref1754,cid4640295,Documents,Court records,"Levy, Adam. Huntington County, PA, A forclosure document for back taxes, owed by Adam Levy","A forclosure document for back taxes, owed by Adam Levy","Levy, Adam",,,"Huntington County, PA",1813 April 20,Drawer,Mixed materials,Judaica Americana,Folder,PA 481,doc_ja_pa_481_1r.tif; doc_ja_pa_481_1v.tif,,,,Court records,"Levy, Adam"
ref1755,cid4640294,Documents,Court records,"Levy, Barnett. Sheveport, LA, Document relating to the steamship ""Meteor,"" that was seized in a law suit. Barnett Levy and A.F. Alfred posted a $1,050 bond to get it back","Document relating to the steamship ""Meteor,"" that was seized in a law suit. Barnett Levy and A.F. Alfred posted a $1,050 bond to get it back","Levy, Barnett",,,"Shreveport, LA",1848 January 7,Drawer,Mixed materials,Judaica Americana,Folder,LA 146,doc_ja_la_146_1r.tif; doc_ja_la_146_2r.tif,,,,Court records,"Levy, Barnett"
ref1756,cid4640293,Documents,Court records,"Levy, Levy Andrew. Baltimore, MD, Part of a deposition made by Levy Andrew Levy on the 14th of June 1817, concerning a legal proceeding, in which Michael Gratz and George Croghan questioned the transfer of a tract of land at Cherry Valley, New York, between Michael and Bernard Gratz and George Croghan","Part of a deposition made by Levy Andrew Levy on the 14th of June 1817, concerning a legal proceeding, in which Michael Gratz and George Croghan questioned the transfer of a tract of land at Cherry Valley, New York, between Michael and Bernard Gratz and George Croghan","Levy, Levy Andrew",,,"Baltimore, MD",1817 June 14,Drawer,Mixed materials,Gratz Family Oversize,Folder,4,doc_gfl_4_1r.tif; doc_gfl_4_1v.tif,,,,Court records,"Levy, Levy Andrew"
ref1757,cid4640292,Documents,Court records,"Levy, Lewis. Gibson County, TN",,"Levy, Lewis",,,"Gibson County, TN",1843 March 1,Folder,Mixed materials,Binder F,Page,27,lbr_ff_s27_1r.tif; lbr_ff_s27_1v.tif,,,,Court records,"Levy, Lewis"
ref1758,cid4640291,Documents,Court records,"Levy, Matilda. Baltimore, MD, Account of Matilda Levy due to George Saunders",Account of Matilda Levy due to George Saunders,"Levy, Matilda",,,"Baltimore, MD",1813 July 15,Drawer,Mixed materials,Binder A,Folder,40,lbr_fa_s40a_1r.tif; lbr_fa_s40a_1v.tif,,,,Court records,"Levy, Matilda"
ref1759,cid4640290,Documents,Court records,"Levy, Moses. Philadelphia, PA, A petition to the Common Counsel of Philadelphia to appoint Geo. Pierce as High Constable, signed by thirty-six prominent citizens, including Moses Levy and Thomas McKean, a signer of the Declaration of Independence","A petition to the Common Counsel of Philadelphia to appoint Geo. Pierce as High Constable, signed by thirty-six prominent citizens, including Moses Levy and Thomas McKean, a signer of the Declaration of Independence","Levy, Moses",,,"Philadelphia, PA",1790 March 19,Drawer,Mixed materials,Judaica Americana Oversize,Folder,64,doc_jal_64_1r.tif; doc_jal_64_1v.tif,,,,Court records,"Levy, Moses"
ref1760,cid4640289,Documents,Court records,"Levy, Moses. Philadelphia, PA, An 1807 power of attorney document, signed by Henry Drinker, Moses Levy, and witnessed by William Drinker and Abraham Mitchell. The text notes that Henry Drinker appoints John Ewing of Easton, Pennsylvania as his attorney to represent him in a Northampton County, PA land matter involving Drinker and Abel James","An 1807 power of attorney document, signed by Henry Drinker, Moses Levy, and witnessed by William Drinker and Abraham Mitchell. The text notes that Henry Drinker appoints John Ewing of Easton, Pennsylvania as his attorney to represent him in a Northampton County, PA land matter involving Drinker and Abel James","Levy, Moses",,,"Philadelphia, PA",1807 March 3,Drawer,Mixed materials,Judaica Americana Oversize,Folder,77,doc_jal_77_1r.tif; doc_jal_77_1v.tif,,,,Court records,"Levy, Moses"
ref1761,cid4640288,Documents,Court records,"Levy, Moses. Philadelphia, PA, Court document signed by Moses Levy and J. Biddle Esq",Court document signed by Moses Levy and J. Biddle Esq,"Levy, Moses",,,"Philadelphia, PA",1805,Drawer,Mixed materials,Judaica Americana Oversize,Folder,PHIL 142,doc_ja_phil_142_1r.tif; doc_ja_phil_142_1v.tif,,,,Court records,"Levy, Moses"
ref1762,cid4640287,Documents,Court records,"Lopez, Aaron. Newport, RI",,"Lopez, Aaron",,,"Newport, RI",1777 August 5,Drawer,Mixed materials,Judaica Americana,Folder,MA 261,doc_ja_ma_261_1r.tif; doc_ja_ma_261_1v.tif,,,,Court records,"Lopez, Aaron"
ref1763,cid4640286,Documents,Court records,"Lowenthal, R., Mrs. and Goldman, Meyer. New Orleans, LA, Early American rabbinic court record pamphlet from New Orleans, Louisiana entitled ""Trial and judgment by appointed judges in the case of R. Lowenthal and daughter against Meyer Goldman for fraud"". Rabbi Illoway presided","Early American rabbinic court record pamphlet from New Orleans, Louisiana entitled ""Trial and judgment by appointed judges in the case of R. Lowenthal and daughter against Meyer Goldman for fraud"". Rabbi Illoway presided","Lowenthal, R., Mrs.","Goldman, Meyer",,"New Orleans, LA",1863,Drawer,Mixed materials,Judaica Americana,Folder,LA 136,doc_ja_la_136_1r.tif; doc_ja_la_136_1v.tif; doc_ja_la_136_2r.tif; doc_ja_la_136_2v.tif,,,,Court records,"Lowenthal, R., Mrs."
ref1764,cid4640285,Documents,Court records,"Montagnie, Jacob de La. New York, NY, Bond for a misdemeanro, partially printed by the Governor of New York, and signed by Jacob de La Montagnie","Bond for a misdemeanro, partially printed by the Governor of New York, and signed by Jacob de La Montagnie","Montagnie, Jacob de La",,,"New York, NY",1799 August 3,Folder,Mixed materials,Binder P,Page,5,lbr_fp_s5_1r.tif; lbr_fp_s5_1v.tif,,,,Court records,"Montagnie, Jacob de La"
ref1765,cid4640284,Documents,Court records,"Montagnie, Jacob de La. New York, NY, Court document regarding a tax matter, signed by Jacob de La Montagnie","Court document regarding a tax matter, signed by Jacob de La Montagnie","Montagnie, Jacob de La",,,"New York, NY",1798 June 2,Drawer,Mixed materials,Judaica Americana,Folder,NYC 943,doc_ja_nyc_943_1r.tif; doc_ja_nyc_943_1v.tif,,,,Court records,"Montagnie, Jacob de La"
ref1766,cid4640283,Documents,Court records,"Moren, Jacob Henry and Moduro, Solomon Levy. Curacao",,"Moren, Jacob Henry","Moduro, Solomon Levy",,Curacao,1748 January 25,Drawer,Mixed materials,Judaica Americana Oversize,Folder,58,doc_jal_58_1r.tif; doc_jal_58_1v.tif,,,,Court records,"Moren, Jacob Henry"
ref1767,cid4640282,Documents,Court records,"Moren, Jacob Henry and Moduro, Solomon Levy. Curacao, Documents relating to the seizing of a Dutch ship by an English privateer in 1748. The first two are in Dutch with English translations, and attest to the original claim made by the two insurers, Jacob Henry Moren and Solomon Levy Moduro, in the authorized court of the West India Co. in Curacao. They appointed Jacob Rodrigueze Rivera of New York City to act on their behalf. Translated by Issachar Polock in Admiralty Court in Rhode Island in 1758","Documents relating to the seizing of a Dutch ship by an English privateer in 1748. The first two are in Dutch with English translations, and attest to the original claim made by the two insurers, Jacob Henry Moren and Solomon Levy Moduro, in the authorized court of the West India Co. in Curacao. They appointed Jacob Rodrigueze Rivera of New York City to act on their behalf. Translated by Issachar Polock in Admiralty Court in Rhode Island in 1758","Moren, Jacob Henry","Moduro, Solomon Levy",,Curacao,1758 November 6,Drawer,Mixed materials,Judaica Americana Oversize,Folder,57,doc_jal_57_1r.tif; doc_jal_57_1v.tif,,,,Court records,"Moren, Jacob Henry"
ref1768,cid4640281,Documents,Court records,"Moses, Jonas. New York, NY, Inquest on the suicide of a man by Flintlock, with the signature of Jonas Moses as witness","Inquest on the suicide of a man by Flintlock, with the signature of Jonas Moses as witness","Moses, Jonas",,,"New York, NY",1815 March 10,Folder,Mixed materials,Binder F,Page,31,lbr_ff_s31_1r.tif; lbr_ff_s31_1v.tif; lbr_ff_s31_2r.tif; lbr_ff_s31_2v.tif,,,,Court records,"Moses, Jonas"
ref1769,cid4640280,Documents,Court records,"Moses, Raphael Jacob. Columbus, GA",,"Moses, Raphael Jacob",,,"Columbus, GA",1869 December 17,Drawer,Mixed materials,Judaica Americana,Folder,GA 68,doc_ja_ga_68_1r.tif; doc_ja_ga_68_1v.tif,,,,Court records,"Moses, Raphael Jacob"
ref1770,cid4640279,Documents,Court records,"Myers, F. Smithville, NC, Court record that grants to F. Myers and Solomon Bear and Bro. two Negroes as a debt from William A. Bland",Court record that grants to F. Myers and Solomon Bear and Bro. two Negroes as a debt from William A. Bland,"Myers, F.",,,"Smithville, NC",1861 April 18,Drawer,Mixed materials,Judaica Americana,Folder,NC 416,doc_ja_nc_416_1r.tif; doc_ja_nc_416_1v.tif,,,,Court records,"Myers, F."
ref1771,cid4640278,Documents,Court records,"Myers, Mordecai. South Carolina, Subpoena signed by Thomas Heyward, member of the Continental Congress, at the request of Mordecai Myers against Benjamin Post for trespassing","Subpoena signed by Thomas Heyward, member of the Continental Congress, at the request of Mordecai Myers against Benjamin Post for trespassing","Myers, Mordecai",,,South Carolina,1788 April 1,Drawer,Mixed materials,Judaica Americana Oversize,Folder,90,doc_jal_90_1r.tif; doc_jal_90_1v.tif,,,,Court records,"Myers, Mordecai"
ref1772,cid4640277,Documents,Court records,"Nathans, Rebecca and Nathans, Moses. Philadelphia, PA, Title search on property",Title search on property,"Nathans, Rebecca","Nathans, Moses",,"Philadelphia, PA",1848 July 27,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 219,doc_ja_phil_219_1r.tif; doc_ja_phil_219_2r.tif; doc_ja_phil_219_3r.tif; doc_ja_phil_219_4r.tif; doc_ja_phil_219_5r.tif; doc_ja_phil_219_6r.tif;,,,,Court records,"Nathans, Rebecca"
ref1773,cid4640276,Documents,Court records,"Nathans, Rebecca and Nathans, Moses. Philadelphia, PA, Title search on property",Title search on property,"Nathans, Rebecca","Nathans, Moses",,"Philadelphia, PA",1850 May 3,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 220,doc_ja_phil_220_1r.tif; doc_ja_phil_220_2r.tif; doc_ja_phil_220_3r.tif; doc_ja_phil_220_4r.tif; doc_ja_phil_220_5r.tif; doc_ja_phil_220_6r.tif; doc_ja_phil_220_7r.tif; doc_ja_phil_220_8r.tif,,,,Court records,"Nathans, Rebecca"
ref1774,cid4640275,Documents,Court records,"Noah, Mordecai Manuel. New York, NY, Record of supeona signed by Mordecai M. Noah, as sheriff of New York City","Record of supeona signed by Mordecai M. Noah, as sheriff of New York City","Noah, Mordecai Manuel",,,"New York, NY",1821 November 1,Drawer,Mixed materials,Judaica Americana,Folder,NYC 967,doc_ja_nyc_967_1r.tif; doc_ja_nyc_967_1v.tif,,,,Court records,"Noah, Mordecai Manuel"
ref1775,cid4640274,Documents,Court records,"Noah, Mordecai Manuel. New York, NY, Record signed by Mordecai M. Noah, as sheriff of New York City, attesting that a writ had been satisfied","Record signed by Mordecai M. Noah, as sheriff of New York City, attesting that a writ had been satisfied","Noah, Mordecai Manuel",,,"New York, NY",1821 December 1,Drawer,Mixed materials,Judaica Americana,Folder,NYC 964,doc_ja_nyc_964_1r.tif; doc_ja_nyc_964_1v.tif,,,,Court records,"Noah, Mordecai Manuel"
ref1776,cid4640273,Documents,Court records,"Noah, Mordecai Manuel. New York, NY, Record signed by Mordecai M. Noah, as sheriff of New York City, attesting that a writ had been satisfied","Record signed by Mordecai M. Noah, as sheriff of New York City, attesting that a writ had been satisfied","Noah, Mordecai Manuel",,,"New York, NY",1821 November 1,Drawer,Mixed materials,Judaica Americana,Folder,NYC 965,doc_ja_nyc_965_1r.tif; doc_ja_nyc_965_1v.tif,,,,Court records,"Noah, Mordecai Manuel"
